Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2006,6,23,5,2253,2030,2400,2146,EV,4709,N753EV,67,76,48,134,143,GSO,ATL,306,10,9,0,,0,0,0,0,0,134
2006,11,30,4,1235,1225,1353,1325,MQ,3964,N652RS,78,60,42,28,10,ORD,CID,196,8,28,0,,0,0,0,18,0,10
2006,9,10,7,1429,1429,1524,1531,YV,7296,N502MJ,55,62,38,-7,0,IAD,ORF,157,4,13,0,,0,0,0,0,0,0
2006,5,15,1,1014,1010,1235,1236,US,1625,N817MD,81,86,68,-1,4,ORD,PIT,412,4,9,0,,0,0,0,0,0,0
2006,5,29,1,1949,1647,2037,1738,MQ,3351,N638AE,48,51,28,179,182,DFW,ABI,158,5,15,0,,0,0,0,0,0,179
2006,10,24,2,1803,1810,2023,2022,FL,421,N979AT,140,132,116,1,-7,MCO,BWI,787,9,15,0,,0,0,0,0,0,0
2006,12,3,7,2052,2048,2214,2216,UA,729,N531UA,142,148,123,-2,4,DEN,SMF,910,3,16,0,,0,0,0,0,0,0
2006,6,19,1,925,925,1120,1115,OH,5541,N987CA,115,110,71,5,0,JFK,CLE,425,5,39,0,,0,0,0,0,0,0
2006,1,30,1,1204,1100,1336,1209,OO,6198,N220SW,92,69,72,87,64,RDD,SFO,199,6,14,0,,0,0,0,87,0,0
2006,3,12,7,1800,1653,2120,2029,EV,4153,N706EV,140,156,132,51,67,MSP,ATL,906,8,0,0,,0,51,0,0,0,0
2006,2,3,5,1453,1500,1548,1602,OO,3691,N214SW,55,62,43,-14,-7,SUN,SLC,223,6,6,0,,0,0,0,0,0,0
2006,3,31,5,1825,1820,1936,1940,WN,603,N333,71,80,62,-4,5,MCI,MDW,405,4,5,0,,0,0,0,0,0,0
2006,8,8,2,1617,1617,1850,1851,YV,2944,N908FJ,153,154,132,-1,0,PHX,EUG,952,5,16,0,,0,0,0,0,0,0
2006,11,15,3,1501,1450,1618,1610,MQ,4188,N833AE,137,140,102,8,11,RIC,ORD,642,7,28,0,,0,0,0,0,0,0
2006,6,18,7,733,740,1003,1005,EV,4256,N759EV,210,205,191,-2,-7,MKE,SLC,1246,3,16,0,,0,0,0,0,0,0
2006,2,15,3,1628,1630,1716,1713,OO,6156,N293SW,48,43,31,3,-2,SAN,LAX,109,3,14,0,,0,0,0,0,0,0
2006,5,18,4,1356,1400,1809,1815,AA,562,N531AA,193,195,170,-6,-4,DFW,PHL,1302,4,19,0,,0,0,0,0,0,0
2006,10,22,7,NA,2020,NA,2220,WN,2160,0,NA,240,NA,NA,NA,BNA,LAS,1588,0,0,1,A,0,0,0,0,0,0
2006,5,4,4,611,618,713,736,OO,3710,N579SW,62,78,54,-23,-7,SGU,SLC,269,2,6,0,,0,0,0,0,0,0
2006,2,7,2,1740,1750,2006,2006,FL,497,N946AT,146,136,127,0,-10,BWI,MCO,787,8,11,0,,0,0,0,0,0,0
2006,9,2,6,1805,1405,NA,1537,MQ,4656,N816AE,NA,92,NA,NA,240,RDU,JFK,426,0,33,0,,1,0,0,0,0,0
2006,12,31,7,1219,1200,1318,1305,MQ,4552,N728AE,59,65,39,13,19,EWR,BOS,200,5,15,0,,0,0,0,0,0,0
2006,1,12,4,2036,2040,2247,2310,WN,312,N759,71,90,62,-23,-4,MDW,BUF,468,3,6,0,,0,0,0,0,0,0
2006,9,21,4,1949,1950,2052,2100,MQ,3359,N509AE,63,70,45,-8,-1,DFW,LIT,304,5,13,0,,0,0,0,0,0,0
2006,11,19,7,1657,1655,2001,2009,XE,3108,N11193,124,134,107,-8,2,IAH,SDF,788,6,11,0,,0,0,0,0,0,0
2006,1,1,7,644,635,1035,1022,US,419,N665AW,351,347,307,13,9,BDL,PHX,2213,7,37,0,,0,0,0,0,0,0
2006,7,9,7,1722,1730,1838,1839,UA,406,N455UA,136,129,120,-1,-8,AUS,DEN,775,6,10,0,,0,0,0,0,0,0
2006,2,8,3,1853,1820,2030,2011,MQ,4685,N829AE,157,171,123,19,33,JFK,ORD,740,11,23,0,,0,0,0,0,0,19
2006,12,19,2,928,925,1111,1110,MQ,3581,N612AE,103,105,79,1,3,DFW,HSV,603,4,20,0,,0,0,0,0,0,0
2006,3,22,3,959,955,1058,1059,US,105,N823AW,59,64,43,-1,4,LAX,LAS,236,4,12,0,,0,0,0,0,0,0
2006,6,25,7,1747,1715,1837,1806,MQ,3247,N376AE,50,51,24,31,32,DFW,ACT,89,5,21,0,,0,31,0,0,0,0
2006,7,15,6,729,735,937,942,UA,1186,N399UA,68,67,51,-5,-6,ORD,CMH,296,7,10,0,,0,0,0,0,0,0
2006,5,15,1,1248,1255,1510,1522,YV,6341,N911FJ,142,147,129,-12,-7,SEA,LAS,866,5,8,0,,0,0,0,0,0,0
2006,7,26,3,1957,2000,2121,2116,DL,1503,N962DL,84,76,53,5,-3,ATL,GSO,306,4,27,0,,0,0,0,0,0,0
2006,1,21,6,1539,1544,1813,1756,MQ,4381,N660CL,94,72,49,17,-5,ORD,SDF,286,3,42,0,,0,0,0,17,0,0
2006,3,19,7,1023,1027,1310,1259,AA,1109,N590AA,287,272,245,11,-4,ORD,LAX,1745,24,18,0,,0,0,0,0,0,0
2006,1,28,6,1105,1110,1229,1256,MQ,4884,N639AE,84,106,73,-27,-5,DTW,LGA,501,5,6,0,,0,0,0,0,0,0
2006,12,20,3,NA,1634,NA,1830,YV,2909,N37178,NA,116,NA,NA,NA,DEN,PHX,602,0,0,1,B,0,0,0,0,0,0
2006,4,6,4,1430,1415,1712,1700,WN,234,N698SW,162,165,148,12,15,RSW,PHL,992,4,10,0,,0,0,0,0,0,0
2006,9,18,1,1710,1714,1736,1724,NW,895,N303US,86,70,49,12,-4,DTW,MDW,229,10,27,0,,0,0,0,0,0,0
2006,7,20,4,1000,940,1229,1210,OH,5147,N659CA,149,150,128,19,20,ATL,PWM,1027,4,17,0,,0,19,0,0,0,0
2006,11,14,2,626,630,1209,1228,UA,772,N432UA,223,238,195,-19,-4,SAN,ORD,1723,7,21,0,,0,0,0,0,0,0
2006,2,6,1,1706,1707,1831,1826,UA,337,N337UA,145,139,130,5,-1,DEN,GEG,836,3,12,0,,0,0,0,0,0,0
2006,12,5,2,1745,1745,1910,1923,EV,4263,N842AS,145,158,127,-13,0,DCA,JAN,860,5,13,0,,0,0,0,0,0,0
2006,8,19,6,1718,1705,1811,1757,OO,5790,N223SW,53,52,35,14,13,SFO,CIC,153,4,14,0,,0,0,0,0,0,0
2006,1,15,7,708,705,1130,1143,AA,1151,N5FSAA,202,218,185,-13,3,IAD,SJU,1571,5,12,0,,0,0,0,0,0,0
2006,7,18,2,1212,1159,1516,1452,UA,1414,N459UA,124,113,102,24,13,LAS,DEN,629,9,13,0,,0,13,0,11,0,0
2006,12,7,4,1153,1157,1343,1347,DL,662,N994DL,110,110,91,-4,-4,IAD,ATL,533,7,12,0,,0,0,0,0,0,0
2006,6,3,6,1128,1130,1352,1345,US,693,N451UW,144,135,128,7,-2,PIT,TPA,873,5,11,0,,0,0,0,0,0,0
2006,3,11,6,1551,1131,1727,1316,UA,275,N537UA,156,165,131,251,260,DEN,SEA,1024,5,20,0,,0,251,0,0,0,0
2006,10,11,3,1400,1215,1549,1356,OH,5305,N506CA,109,101,84,113,105,MCO,RDU,534,9,16,0,,0,105,0,8,0,0
2006,6,10,6,2245,2243,20,26,DL,358,N614DL,95,103,77,-6,2,ATL,FLL,581,4,14,0,,0,0,0,0,0,0
2006,2,4,6,1558,1600,1846,1850,F9,132,N804FR,108,110,84,-4,-2,DEN,DFW,641,10,14,0,,0,0,0,0,0,0
2006,7,2,7,1612,1617,1827,1819,AA,2226,N5TBAA,195,182,151,8,-5,FLL,DFW,1119,28,16,0,,0,0,0,0,0,0
2006,5,17,3,1610,1618,1857,1914,FL,438,N991AT,107,116,94,-17,-8,MCI,ATL,692,4,9,0,,0,0,0,0,0,0
2006,7,4,2,1649,1620,2204,2136,UA,208,N542UA,195,196,172,28,29,DEN,BWI,1491,8,15,0,,0,28,0,0,0,0
2006,12,7,4,711,720,758,813,XE,3202,N12540,47,53,25,-15,-9,LCH,IAH,127,12,10,0,,0,0,0,0,0,0
2006,8,10,4,1700,1621,1915,1836,YV,7328,N27173,135,135,93,39,39,IAD,JAX,631,4,38,0,,0,0,0,0,0,39
2006,6,14,3,947,1000,1022,1042,AS,62,N705AS,35,42,20,-20,-13,JNU,SIT,95,5,10,0,,0,0,0,0,0,0
2006,5,6,6,1740,1730,2008,2004,AA,1731,N556AA,208,214,190,4,10,PHL,DFW,1302,6,12,0,,0,0,0,0,0,0
2006,4,1,6,1558,1600,1858,1916,AA,358,N427AA,120,136,100,-18,-2,ORD,LGA,733,6,14,0,,0,0,0,0,0,0
2006,2,16,4,1519,1511,1616,1611,AS,67,N756AS,117,120,100,5,8,SEA,KTN,680,7,10,0,,0,0,0,0,0,0
2006,12,7,4,638,645,939,935,OO,3930,N864AS,121,110,90,4,-7,LGB,SLC,589,9,22,0,,0,0,0,0,0,0
2006,7,11,2,906,900,1107,1110,WN,1312,N632SW,121,130,109,-3,6,BNA,SAT,822,3,9,0,,0,0,0,0,0,0
2006,7,20,4,1503,1500,1539,1538,OO,6038,N288SW,36,38,20,1,3,LAX,SBA,89,3,13,0,,0,0,0,0,0,0
2006,1,1,7,953,905,1107,1025,XE,2628,N16919,74,80,58,42,48,IAH,OKC,395,3,13,0,,0,0,42,0,0,0
2006,4,21,5,2117,1920,2346,2213,US,198,N700UW,149,173,137,93,117,FLL,LGA,1076,5,7,0,,0,34,0,0,0,59
2006,5,11,4,942,850,1044,951,OH,5319,N390CA,182,181,164,53,52,CVG,DEN,1069,6,12,0,,0,52,0,1,0,0
2006,2,17,5,844,849,1045,1035,DL,338,N138DL,121,106,98,10,-5,RSW,ATL,515,8,15,0,,0,0,0,0,0,0
2006,11,14,2,1316,1310,1513,1452,CO,1695,N36247,237,222,198,21,6,IAH,LAX,1379,13,26,0,,0,6,0,15,0,0
2006,12,3,7,1044,1045,1358,1418,CO,1514,N14655,134,153,108,-20,-1,IAH,CMH,986,4,22,0,,0,0,0,0,0,0
2006,10,5,4,1447,1450,1545,1550,WN,2405,N510,58,60,49,-5,-3,LBB,DAL,293,2,7,0,,0,0,0,0,0,0
2006,1,23,1,1552,1600,1659,1704,XE,2472,N14933,67,64,41,-5,-8,LFT,IAH,201,4,22,0,,0,0,0,0,0,0
2006,1,31,2,1147,1153,1235,1250,OO,6237,N295SW,48,57,37,-15,-6,CIC,SFO,153,4,7,0,,0,0,0,0,0,0
2006,9,18,1,1607,1608,1814,1816,OO,5824,N740SK,67,68,43,-2,-1,ORD,DAY,240,7,17,0,,0,0,0,0,0,0
2006,7,23,7,1915,1725,2052,1920,WN,680,N325,97,115,86,92,110,HOU,BNA,670,5,6,0,,0,0,0,0,0,92
2006,10,21,6,938,940,934,930,MQ,3978,N656AE,56,50,31,4,-2,GRR,ORD,137,8,17,0,,0,0,0,0,0,0
2006,7,12,3,1451,1440,1544,1529,MQ,3321,N904AE,53,49,27,15,11,DFW,TYR,103,6,20,0,,0,11,0,4,0,0
2006,8,4,5,1709,1715,1856,1840,B6,38,N526JB,107,85,53,16,-6,JFK,ROC,264,5,49,0,,0,0,0,16,0,0
2006,4,28,5,1603,1605,1723,1710,B6,284,N506JB,80,65,44,13,-2,LGB,LAS,231,9,27,0,,0,0,0,0,0,0
2006,10,10,2,911,914,1040,1010,NW,1223,N333NW,209,176,177,30,-3,DTW,DEN,1123,11,21,0,,0,0,0,30,0,0
2006,5,7,7,715,715,952,952,US,455,N835AW,97,97,79,0,0,PHX,SLC,507,5,13,0,,0,0,0,0,0,0
2006,3,6,1,2036,2035,2127,2128,US,528,N636AW,111,113,89,-1,1,PHX,RNO,601,4,18,0,,0,0,0,0,0,0
2006,10,25,3,1143,1150,1413,1412,US,1182,N458UW,150,142,129,1,-7,FLL,DCA,899,4,17,0,,0,0,0,0,0,0
2006,9,5,2,1015,1005,1400,1241,US,1147,N119UW,405,336,305,79,10,PHL,SAN,2369,2,98,0,,0,10,0,69,0,0
2006,3,9,4,1903,1900,2014,2008,XE,2903,N26545,71,68,41,6,3,LFT,IAH,201,20,10,0,,0,0,0,0,0,0
2006,7,5,3,2217,2202,33,28,AS,225,N619AS,136,146,119,5,15,LAX,SEA,954,7,10,0,,0,0,0,0,0,0
2006,4,18,2,845,845,1042,1045,WN,1166,N460,177,180,165,-3,0,MDW,ABQ,1121,2,10,0,,0,0,0,0,0,0
2006,4,12,3,1940,1930,2245,2225,UA,223,N455UA,365,355,345,20,10,IAD,SFO,2419,4,16,0,,0,0,0,20,0,0
2006,6,6,2,951,952,1212,1221,FL,417,N992AT,141,149,125,-9,-1,BWI,FLL,925,5,11,0,,0,0,0,0,0,0
2006,7,6,4,1554,1540,1742,1734,DL,459,N902DE,108,114,84,8,14,CLE,ATL,554,10,14,0,,0,0,0,0,0,0
2006,6,24,6,951,949,1242,1252,FL,432,N717JL,111,123,91,-10,2,MCI,ATL,692,9,11,0,,0,0,0,0,0,0
2006,11,25,6,944,945,1150,1159,US,262,N818AW,66,74,47,-9,-1,ONT,PHX,325,7,12,0,,0,0,0,0,0,0
2006,9,5,2,1351,1310,1517,1444,UA,1589,N477UA,86,94,66,33,41,LAS,SFO,414,5,15,0,,0,6,0,0,0,27
2006,10,3,2,1749,1731,1905,1855,YV,7041,N434YV,76,84,63,10,18,DEN,DRO,251,4,9,0,,0,0,0,0,0,0
2006,1,7,6,624,630,726,803,XE,2195,N12957,122,153,101,-37,-6,SDF,IAH,788,6,15,0,,0,0,0,0,0,0
2006,10,31,2,1112,1115,1317,1325,WN,111,N300SW,65,70,54,-8,-3,ONT,PHX,325,6,5,0,,0,0,0,0,0,0
2006,4,10,1,1820,1805,1857,1900,WN,499,N733SW,97,115,88,-3,15,SLC,PDX,630,2,7,0,,0,0,0,0,0,0
2006,7,12,3,1020,1020,1239,1242,UA,671,N827UA,259,262,234,-3,0,ORD,SMF,1781,7,18,0,,0,0,0,0,0,0
2006,7,28,5,1929,1933,2041,2045,OO,5777,N295UX,72,72,57,-4,-4,YUM,LAX,237,7,8,0,,0,0,0,0,0,0
2006,3,19,7,2013,2005,2317,2332,DL,2073,N699DL,184,207,165,-15,8,BOS,TPA,1185,7,12,0,,0,0,0,0,0,0
2006,8,28,1,854,900,1035,1055,NW,476,N314NB,101,115,84,-20,-6,ATL,DTW,594,5,12,0,,0,0,0,0,0,0
2006,12,27,3,907,905,920,915,WN,408,N507,73,70,54,5,2,PHX,LAS,256,2,17,0,,0,0,0,0,0,0
2006,3,14,2,1616,1625,1831,1851,AS,367,N617AS,135,146,123,-20,-9,SNA,PDX,859,4,8,0,,0,0,0,0,0,0
2006,2,8,3,1500,1450,1703,1720,WN,1282,N686SW,123,150,115,-17,10,PBI,BWI,883,3,5,0,,0,0,0,0,0,0
2006,7,28,5,800,800,1053,1048,AA,33,N335AA,353,348,306,5,0,JFK,LAX,2475,11,36,0,,0,0,0,0,0,0
2006,5,1,1,918,920,1037,1045,CO,559,N13720,199,205,180,-8,-2,IAH,SNA,1347,5,14,0,,0,0,0,0,0,0
2006,8,25,5,1037,1038,1200,1200,NW,1528,N8986E,83,82,65,0,-1,MCI,MSP,393,7,11,0,,0,0,0,0,0,0
2006,4,10,1,1057,1100,1332,1329,DL,615,N682DA,155,149,103,3,-3,LGA,ATL,761,15,37,0,,0,0,0,0,0,0
2006,10,23,1,1253,1250,1450,1455,WN,2427,N762,57,65,42,-5,3,PHX,ABQ,328,4,11,0,,0,0,0,0,0,0
2006,2,28,2,1712,1715,1837,1841,AS,368,N762AS,85,86,69,-4,-3,PDX,SMF,479,6,10,0,,0,0,0,0,0,0
2006,12,25,1,933,925,1009,1003,FL,459,N972AT,96,98,79,6,8,ATL,MSY,425,5,12,0,,0,0,0,0,0,0
2006,1,5,4,1508,1435,1611,1540,WN,3424,N383SW,63,65,57,31,33,MSY,HOU,303,2,4,0,,0,12,0,0,0,19
2006,12,5,2,1639,1645,1750,1744,CO,1678,N78285,71,59,40,6,-6,SAT,IAH,191,11,20,0,,0,0,0,0,0,0
2006,1,28,6,815,815,1132,1200,WN,277,N413,317,345,300,-28,0,PHL,PHX,2075,2,15,0,,0,0,0,0,0,0
2006,9,30,6,559,600,850,900,AA,1291,N063AA,171,180,150,-10,-1,JFK,MIA,1090,5,16,0,,0,0,0,0,0,0
2006,4,5,3,812,815,1009,1013,DL,995,N932DL,117,118,69,-4,-3,PIT,ATL,526,12,36,0,,0,0,0,0,0,0
2006,1,29,7,1240,1215,1339,1325,WN,2434,N415,59,70,45,14,25,LAS,SAN,258,2,12,0,,0,0,0,0,0,0
2006,11,27,1,601,600,727,733,OO,6946,N709BR,86,93,69,-6,1,SGF,ORD,438,8,9,0,,0,0,0,0,0,0
2006,2,6,1,1545,1545,1645,1650,YV,2752,N847MJ,60,65,40,-5,0,LEX,CLT,282,13,7,0,,0,0,0,0,0,0
